"Clark"																						
"Vandeput"																						
"Lee"																						
"Lee"																						
"Porter"						" upon the report of a Ship being off "	" The Master on that day had stood off to Sea "	" the Lieutenant therefore returned and reported that there was not any Vessel in sight "	" The day after the Ship stood in and was taken not without some Sus - picions of Treachery on the Master 's side ."													
"Tryon"																						
"James Schoon-er"																						
"Benson"																						
"Blackwell"																						
"Lee"																						
"George Clephan"																						
"Purser"																						
"John Saunders"																						
"Pease"																						
"Sally"																						
"John Bagley"																						
"Samuel Franklin"																						
"Murray"																						
"Shuldham"						" PRO "	" Ad-miralty 11484 ."															
"Kitty"																						
"Cape Henry"																						
"Kingsfisher"																						
"Dougal McGregor"																						
"McGregor"																						
"Robert Campbell"																						
"William Henry -RSB- Drayton"																						
"John Dorsius"																						
"Bartlett"																						
"JnO Langdon"																						
"Josiah Bartlett Esq"																						
"Thomas"																						
"Isaac Wharton"																						
"Cambridge Feby"																						
"William -RSB- Hooper"																						
"Bunker Hill"						" as to Indicate an embarkation of the Troops from thence - A Mr Ides who came out Yesterday says that the Inhabitants of the Town generally believe that they are about to remove either to"																
"Lee"																						
"Hooper"																						
"John"																						
"George Washington"						" NA ."																
"Jenny"																						
"William Foster"																						
"James Laurie"																						
"Robert rob bin ^"																						
"Archibald Bowie"																						
"Sukey"																						
"Maddet Engs"																						
"John Richie"																						
"Sally"																						
"Robert Basden"																						
"Nancy"																						
"Robert Hunter"																						
"Smith"																						
"Hannah"																						
"Robert Adams"																						
"Betsey"																						
"Samuel Lane"																						
"John Hitch"																						
"John Moody"																						
"James"																						
"William Littledale"																						
"Timothy Pickering"																						
"Henry"																						
"Esther"																						
"Timothy Pickering"																						
"John kIanley"																						
"Lee"																						
"Sukey"																						
"Sally"																						
"Winl"																						
"Nancy"																						
"John Manley"																						
"Lee"																						
"Fisher"																						
"James proba-bly"																						
"Henry"																						
"Estlzer"																						
"Samuel Tucker"																						
"Franklin"																						
"Lee"																						
"Timothy Pickering"																						
"Jona - than Glover"																						
"Lee"																						
"John Manly"																						
"Pickering"																						
"Chatham Boston"																						
"Graves"																						
"William -RSB- Howe"																						
"Charles -RSB- Hudson of His Majesty"																						
"Hugh -RSB- Bromedge"																						
"Howe"						" Seized and detained by Vice Admiral"																
"Graves"						" Copy of whose Letter I send you herewith ."																
"His Majesty"																						
"Stephens"																						
"JOSEPH Dear"																						
"Soper"																						
"Cohl"																						
"Lothr"																						
"James -RSB- Warren"																						
"Harrison"																						
"Corban -RSB- Barnes"																						
"Harrison"																						
"Barnes"																						
"Joseph Trumbull"																						
"Trumbull"																						
"George Dawson"																						
"Harrison"																						
"Charles Dyar"																						
"A. Lopez"																						
"Messrs Brown"																						
"Nicholas Brown"																						
"Joseph Nightingale"																						
"Nicholas Cook Esquire"																						
"Beacon"																						
"Jabez Reynolds"																						
"Frances AMERICAN THEATRE Tanner"																						
"Benjamin Tanner"																						
"Coll George Wightman"																						
"James"																						
"Wightman"																						
"John"																						
"Wallace"																						
"Said Wig"																						
"Thomas All"																						
"Adam Comstock"																						
"John Voorhis"																						
"-LSB- George -RSB- Vandeput"																						
"Vandeput"						" he gave this examinant an order on Abm ."																
"Lott"																						
"Esqr"																						
"Gordon"																						
"Govr"																						
"Tryon"																						
"Tryon"																						
"Tryon"																						
"Tryon"																						
"Tryon"																						
"Tryon"																						
"Vandeput"																						
"Thompson"																						
"Vandeput"						" such as butter "	" eggs "	" or pork in quarters for the use of the city "	" but that he could not let any thing pass which was in barrels "	" that he "	" the examinant saw a considerable quantity of beef and mutton in quarters "	" and pieces hanging between decks in the ship"										
"-LSB- James -RSB- Duane"																						
"-LSB- Samuel -RSB- Chase"																						
"-LSB- James -RSB- Wilson"																						
"-LSB- William -RSB- Livingston"																						
"-LSB- George -RSB- Wythe"																						
"Charles -RSB- Lee"																						
"Richard Smith"																						
"Feby"																						
"Josiah Bartlett"																						
"Bouton"																						
"Philad"																						
"-LSB- John -RSB- Nixon"																						
"-LSB- Robert -RSB- Whyte"																						
"Simon Sherlock"																						
"Joseph Carson"																						
"William McNeil"																						
"Capt McNeil"																						
"Capt McNeil"																						
"Vessell"																						
"Vessell"																						
"McNiel"																						
"Titcomb"																						
"Harding"																						
"Titcomb"																						
"Captn Hardin"																						
"Signd"																						
"Captn"																						
"Woolsey"																						
"Jesse Harding"																						
"Jenny"																						
"Titcomb"						" 890 ."																
"John Pearce"																						
"Robert -RSB- Howe"																						
"Clinton"																						
"Martin"																						
"Edward -RSB- Stevens"																						
"Geo"																						
"Wm. Ronald"																						
"ANDREW HAMOND"																						
"Matthew -RSB- Squire"																						
"H. M. Sloop Otter"																						
"SNAPE R.N."																						
"CAPTAINANDREW HAMOND"																						
"Goodridge"																						
"Bridger Goodrich"																						
"Robert"																						
"Hopkins"																						
"Dunmore"																						
"Fisher"																						
"Clinton"						" are now here "	" on their way to"															
"Martin"																						
"-LSB- Edward -RSB- Blake"																						
"Paul -RSB- Pritchard"																						
"Henry Laurens"																						
"W. H. Drayton"																						
"Joseph -RSB- Turpin"																						
"Simon"																						
"Henry Laurens"																						
"ANDREW"																						
"H.M.S. Scarborough"																						
"BARKLEY"																						
"Captn Barkley"																						
"Whitby"																						
"Scarbourough"																						
"Peyton"						" the Carpenters finishd the Starboard Side ."																
"PETER"																						
"CHESTER DICKSON"																						
"Chester Esqr"																						
"Dickson"																						
"SHULDHAM MOLYNEUX"																						
"William -RSB- Howe"																						
"Porter"																						
"Middletown"																						
"Gett Setled"																						
"Sawyers"																						
"John Cotton"																						
"Barnabas Deane"																						
"MAJORGENERAL SCHUYLER HANCOCK"																						
"Albany Feby"																						
"F6rt George"																						
"Lee"																						
"Gill"																						
"Peter Zabriskie"																						
"Hackinsack"																						
"Schuyler"																						
"Philip Schuyler"						" NA ."																
"Die Martis"																						
"John Murray"																						
"Vandeput"																						
"Gordon"																						
"Murray"																						
"Gordon"																						
"Elias Nixen"																						
"Thos"																						
"Kennedy"																						
"Cork"																						
"Low"																						
"Thos"																						
"Kennedy"																						
"Shuldham"						" Ad - miralty 11484 ."																
"Christopher Leffingwell"																						
"Nancy"																						
"Thomas Davis"						" which being taken into consid - eration "	" Resolved "	" That the case of the said brigantine and cargo "	" pertaineth to the judicature established in the colony of"													
"E. Rutledge"																						
"Gen Lee"																						
"Rob"																						
"Morris"																						
"Bill"																						
"Bill"																						
"Richard Smith"																						
"Philada Febry"																						
"James -RSB- Duane -LSB- William -RSB- Livingston"																						
"Samuel -RSB- Chase"																						
"George -RSB- Wythe -LSB- James -RSB- Wilson"																						
"Phila"																						
"Robert -RSB- Morris"																						
"Cork"																						
"Bill"																						
"Charles -RSB- Cornwallis"																						
"Alexander"																						
"John Sterret"																						
"John Smith"																						
"Richard -RSB- Corbin"																						
"Dunmore"																						
"Corbin"																						
"Clinton"																						
"Haminond"						" and enforce the acts of trade ."																
"Clinton"																						
"Martin"																						
"Cor - bin read"																						
"Dunmore"																						
"Kemp"																						
"Hampton"																						
"Clin - ton"																						
"EDEN SNAPE HAMOND"																						
"ROBERT Roebuck"																						
"Eden"																						
"ANDREW R.N."																						
"Purser"						" and in every respect fitting for his Majesty 's"																
"Bill"																						
"HENRY"																						
"Henry Clinton"																						
"Frans Parry"																						
"Martin"																						
"Martin"																						
"Mondy"																						
"Govr Martin"																						
"HENRYLAURENS MANNING"																						
"Fort Johnson"						" Garrisoned by proper allot - AMERICAN ."																
"Henry Laurens Letter Book"																						
"John Manley"																						
"Lee"																						
"Scarborough"																						
"Andrew -RSB- Barkley"																						
"Palmer"																						
"Sparr"																						
"Rose"																						
"Parker"																						
"Charles -RSB- Lee"																						
"James Wallace"																						
"Ephraim Bill"																						
"-LSB- Uriah -RSB- Hayden"																						
"-LSB- Henry -RSB- White"																						
"Tryon"																						
"Lee"																						
"Anthony Marmajou"																						
"Monsieur Anthony Marmajou"																						
"Anthony Marmajou"																						
"Rutledge"																						
"Gen Lee"																						
"Mr Lee"																						
"Richard Smith"																						
"Anthony Marma"																						
"Samuel Hazard"																						
"Philad"																						
"Jn"																						
"Max - well -RSB- Nesbitt"						" in such manner that not more than half the pay be stopt at a time ."																
"George Wise of the Brigantine Nancy"																						
"Dunmore"																						
"Clinton"																						
"Purdie"																						
"Chace"																						
"Midsn"																						
"William Keith"																						
"Keith"																						
"John Pringle"																						
"Howe"																						
"Bower"																						
"Midsn"																						
"Bower"																						
"Bower"																						
"Bower"																						
"Jo Martin"																						
"John Ancrum"																						
"Martin"																						
"HENRYLAURENSTO JOHN LAURENS"																						
"Christopher"																						
"Tom"																						
"William -RSB- Manning"																						
"Sullivan"																						
"James -LSB- Wright"																						
"Charles"																						
"James Sailed"																						
"John"																						
"Thomas"																						
"James -RSB- Grant"																						
"Moses Kirkland"																						
"Augustine"																						
"Richard -RSB- Richardson"																						
"Joseph -RSB- Robinson"																						
"Martin"																						
"Cololiel -LSB- James -RSB- Moore"																						
"Lachlan"																						
"John Laurens London"																						
"Henry Laurens Letter Book"																						
"Lynx"																						
"Hawke"																						
"Jamvoung"																						
"Navey"																						
"John Glover"																						
"Jeremiah Colburn"																						
"New-England Histprical"																						
"Schooner Lee Capt John Manl"																						
"John -RSB- Selman"																						
"Warren Capt -LSB- Winborn"																						
"Adams"																						
"Nicholson"																						
"Broughton"																						
"Schooner Lee"																						
"Daniel"																						
"Samuel -RSB- Tucker"																						
"William -RSB- Burk"																						
"John Manl"																						
"William"																						
"Hannah"																						
"Jenny"																						
"Nicholis Broughton"																						
"Edmund Giles"																						
"Joshua Pieke"																						
"John Dennys"																						
"Elliott"																						
"Gitt"																						
"Callbeck"																						
"Thomas Hawsleys"																						
"Coll"																						
"Coll"																						
"James Hawkins"																						
"Thomas Russell"																						
"John Darbys"																						
"Schr Linch"																						
"Beverly Feby"																						
"William Bartlett"																						
"William Bartlett"																						
"Bartlett"						" in advance ."																
"HYDE"																						
"Hyde Parker"																						
"Junr"																						
"Sally"																						
"Shuldham"																						
"Harriott"																						
"Francis"																						
"Sally"																						
"Sam - uel Franklin"																						
"Gordon"																						
"Francis Lewis"																						
"Samuel Tudor"																						
"Lawrence Superintendents"																						
"Hugh Hastings"																						
"George Clinton"																						
"Niles Christain"																						
"Harriet"																						
"Gage"																						
"Niles Christian"																						
"Harriet"																						
"-LSB- Sarnuel -RSB- Ward"																						
"RICHARD SMITH"																						
"John Drum"																						
"-LSB- James -RSB- Robertson"																						
"John -RSB- Hancock"																						
"Joseph -RSB- Hewes"																						
"Smith"																						
"Baltimore"																						
"David Stewart"																						
"James Hutchings"																						
"James ` Carmichael"																						
"Lewis"																						
"Lurty"																						
"-LSB- Francis -RSB- Parry"																						
"Parry"																						
"-LSB- James -RSB- Moore"																						
"-LSB- Robert -RSB- Salters"																						
"John -RSB- Ashe"																						
"Rhodes"																						
"Col Ashe"																						
"Ashe"																						
"Moore"																						
"Harbour"																						
"Martin"																						
"Parry"																						
"Moore"																						
"St John"																						
"Hartfield"																						
"Diana"																						
"William -RSB- Howe"																						
"Diana"																						
"Hartfield"																						
"Diana"																						
"Thos Greeves Mas - ter"																						
"Young"																						
"Diana"																						
"Porter"																						
"Thomas Cushing Esqr"																						
"Jon - athn Greenleaf"																						
"Stephen Cross"																						
"Ralph Cross"																						
"Said - Thomas"																						
"Thomas"																						
"Bredth"																						
"Capstons"																						
"Belaying Bitts"																						
"Tiller"																						
"Jonathan"																						
"Stephen"																						
"Ralph Agree Allso"						" and to Launch Said Ships at their own Risque and Expence ."																
"Thomas Cushing Esqr"																						
"Jonathan Stephen"																						
"Ralph"						" turpentine "	" - ."															
"Jonathan"																						
"Stephen"																						
"Ralph"																						
"John Bradford Gibbins Sharp"																						
"Jonath Greenleaf"																						
"Thomas Cushing"																						
"Hancock"																						
"John Glover"																						
"Bartlett"																						
"Barnard Eddy"																						
"Tyler"																						
"Lott"																						
"Pardon Sheldon"																						
"Bowers Yard"																						
"Christopher Sheldon"																						
"Talman"																						
"Lott"																						
"Nich Brown"																						
"John I. Clarke"																						
"Daniel Tillinghast"																						
"Joseph Russell"																						
"John Brown"																						
"John Smith"																						
"Joseph Nightingale"																						
"Jabez Bowen"																						
"Jones"																						
"William"																						
"Ebenzer Richardson"																						
"George"																						
"James -RSB- Ayscough"																						
"William -RSB- Read"																						
"Billet"																						
"Mrs Ayscough"																						
"Mrs Wanton"						" is Sorry our fate is so Hard that we ca n't follow our Inclinations as we would ."																
"Rise"																						
"Ayscough"																						
"H.M. Sloop Swan"																						
"William Read"																						
"Mrs Ayscough"																						
"Daniel Holly"																						
"Ebenezer -RSB- Richardson"																						
"Elias Nixen"						" he informed the"																
"Tryon"																						
"Govr Tryon"																						
"Bedlow"																						
"Rother"																						
"Joseph"																						
"Esqr"																						
"Washington"																						
"Benjamin"																						
"Richard Smith"																						
"Reed"																						
"Smifh"																						
"MORRIS"																						
"Thomas Rich"																						
"Thomas Rich"																						
"Stephens"																						
"MORRIS"																						
"Capt Van"																						
"Lott"																						
"Morris"																						
"Benj Gibbs"																						
"Thomas Rich"																						
"Kitty"																						
"Morris"																						
"Gregory"																						
"John Hodgshon"																						
"Isherwood"																						
"John Alsop"																						
"Phil Livingston"																						
"Francis Lewis"																						
"Robt Morris"																						
"Isherwood"																						
"Silas Deane"																						
"Messrs Samuel Purviance Junior"																						
"William Smith"																						
"Da - vid Stewart"																						
"Messrs William Lux"																						
"Daniel Bowly"																						
"Ballance"																						
"Messrs Samuel Purviance Junr William Smith"																						
"David Stewart"																						
"Doctr George Budd"																						
"Newbern"																						
"Robert Atchison Midshipman"																						
"Richard Dunniver"																						
"Bryan Aftend"																						
"-LSB- Rawlins"																						
"-LSB- James"																						
"Lowndes"																						
"Parsons"																						
"Col.Lachlan McIntosh"																						
"Wm. Ewen"																						
"Edward Langworthey"																						
"George White"																						
"White"																						
"Jones"																						
"Jones"																						
"Alfred"																						
"Robert C. Sands"																						
"John Paul Jones"																						
"Liman"																						
"John Paul"																						
"NICHOLAS BIDDLE"						" to Friday "	" Nothing remarkable Hapen 'd -LSB- to -RSB- us till we made the March 11"															
"Shuldham"																						
"Stephens"						" Admiralty 11484 ."																
"James Josiah"																						
"Andrew Doria"																						
"Crawford"																						
"John Trevett"																						
"Trevett"																						
"Topsls"																						
"Sawney"																						
"Francis Skinner"																						
"Prin"																						
"Beverley And"																						
"Chace"																						
"Ed - mund"																						
"Burke"																						
"John"						"1776 ."																
"Hosmer Esqr"																						
"Eleazer Treadwell"																						
"Haddam"																						
"Briga Polly"																						
"Colo Matthew Talcott"																						
"Jere - miah Wadsworth"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Josiah Lee Mate"																						
"Jabez Perkins"																						
"John Pike"																						
"John Hall"																						
"Noadiah Bailey Jeremiah Fullerton"																						
"Checkd Linnen"						" a Spy Glass which this Deponent knows to have been on board but has not any means in his power to ascertain the ~ uantit ~ or Qual - ity of the same I - "	" This Deponent farther says that the mate ~ osiah '"															
"Lee"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Irons"																						
"Irons"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Eleazer Treadwell"																						
"Titus Hosmer"																						
"Conn"						" I "	" 147-48 "	" NA ."														
"Polly"																						
"Hannah"																						
"-LSB- Alexander -RSB- McDougall"																						
"James Smith"																						
"Smith"																						
"Smith"																						
"Peter"																						
"Esqr"																						
"James Smith"																						
"Schuyler"																						
"James Smith"																						
"Govr Tryon"																						
"-LSB- Isaac"																						
"David"																						
"Isaac Sears"																						
"Roosevelt"																						
"-LSB- Leonard"																						
"John Morin"																						
"Scott"																						
"John ` Sloss"																						
"Gansevort"																						
"Charles -RSB- Lee"																						
"Govr Tryon"																						
"-LSB- Thomas -RSB- Smith"																						
"-LSB- Abraham"																						
"Lott"																						
"Roosevelt"																						
"Isaac Sears"																						
"Die Sabbati"																						
"Lee"																						
"Tryon"																						
"James -RSB- Duane"																						
"Tryon"						" which he had copied "	" and sent to his late Master ."															
"James Brattle"																						
"Thomas Dobbs"																						
"Abraham Eve"																						
"Shuldham"						" PRO "	" Admiralty 11484 ."															
"Harriot"																						
"Sally"																						
"Francis"																						
"John -RSB- Young"																						
"Howe"																						
"Francis"																						
"Lee"																						
"Schuyler"																						
"Lee"																						
"Sally"																						
"Stirling"																						
"John H.Dempster"																						
"Stirling"																						
"Stirling"						" agreeable to resolutions of the"																
"John Brice"																						
"-LSB- Benjamin -RSB- Harrison"																						
"John"																						
"Robert -RSB- Morris"																						
"Benjamin -RSB- Franklin"																						
"Franklin"																						
"Monsr Monsr"																						
"Monsr"																						
"Henry Laurens"																						
"Silas Deane Esquire"																						
"Franklin Benja Harrison John Dickinson John Jay"																						
"Silas Deane"																						
"Jaco Getsheus"																						
"John Pringle"																						
"Ben Gibbs"																						
"Thomas Rich"																						
"Hugh Young"																						
"Peggy"																						
"William Lux"																						
"-LSB- George -RSB- Goosley"																						
"Howe"																						
"Betsey"																						
"Streem"																						
"Purser"																						
"Martin"																						
"Parry"																						
"Newbern"																						
"Bacon"																						
"Rice"																						
"Ammu"																						
"-LSB- John -RSB- Rutledge"																						
"Bull"																						
"South-Carolina"																						
"Stephen Bull"						" To the Commanding Officer for the time being "	" of the"															
"Bull"																						
"Bull"																						
"Savan"																						
"Joseph Clay"																						
"Joseph Reynolds"																						
"John McLuer"																						
"Jo - seph Dunlap"																						
"John Glen"						" to the"																
"Wm. Ewen"																						
"John Rowe"																						
"-LSB- George -RSB- Dawson"																						
"Commodore John Manley"																						
"SSCHOONER Franklin Reced"																						
"William Bartlett"																						
"Edward Fettyplace"																						
"Fettyplace"																						
"George -RSB- Dawson"																						
"Dawson"																						
"John"																						
"Talbot"																						
"Franklin"																						
"Monsieur"																						
"Jean Baptiste"																						
"Le Roy"																						
"Monsieur Dubourg"																						
"Monsieur"																						
"Charles Gravier"																						
"Charles William Frederick -RSB- Dumas"																						
"-LSB- Edward -RSB- Bancroft"																						
"Mr.Arthur Lee"																						
"M. Garnier"																						
"Benj"																						
"Harrison"																						
"John Jay"																						
"John Dickinson"																						
"Francis Wharton"																						
"Wharton"																						
"ANDREW SNAPE HAMOND"																						
"MOLYNEUX"																						
"-LSB- Alexander -RSB- Graeme of the Kingsfisher"																						
"Henry -RSB- Bellew"																						
"Stephens"																						
"Edward"																						
"Howe"																						
"RAYMOND"																						
"DEMER"																						
"Cap"																						
"Andrew -RSB- Barkley"																						
"-LSB- James -RSB- Grant"																						
"Raymond DemerC"																						
"Daniel Roberts"																						
"Peter Force"																						
"William Ewen"																						
"E.H. Cr"																						
"Andrew Doria"																						
"BIDDLE"																						
"Cary"																						
"Roze Iland"																						
"Samuel -RSB- Nichol"						" after firing 15 or 20 Cannon at them 1 ."																
"John Trevett"																						
"Brown"																						
"Mont - fort Browne"																						
"Charles Bulkeley"																						
"Samuel Graves"																						
"Robert Keeler"						" Sails kc : The Experiment had her Fore & Main Mast Sprung : I immedi - ately Ordered the Necessary repairs to be done to them "	" with all possible Ex - ."															
"Robert Keeler"																						
"Alexr Scott"																						
"Killingsworth Thos"																						
"John Parkin"																						
"John Breen"																						
"Layton"																						
"Robt"																						
"Johnson"																						
"Josa Kneeshea"																						
"Pink"																						
"JAMES"																						
"Cooper"						" Guns & c in bad Weather at Sea : In this Exigence "	" and having no Ship belonging to the"															
"Samuel -RSB- Graves"																						
"Shuldham"																						
"Innis"																						
"Perkins"																						
"William -RSB- Howe"																						
"Nelly"																						
"John Robinson"																						
"Jabez Bowen"																						
"John Brown"																						
"STARR"																						
"GILES"																						
"Titus Hosmer"																						
"Esqr"																						
"George Starr"																						
"Giles Sage"																						
"George Starr"																						
"Messrs Mat"																						
"Talcott Esqr"																						
"Jeremiah Wadsworth"																						
"Giles Sage"																						
"Talcott"																						
"Polly"																						
"Briga"																						
"Briga"																						
"John Collins"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Briga"																						
"Josiah Lee"																						
"Collins"																						
"Briga"																						
"Irons"																						
"Briga"																						
"Briga"																						
"Lee"																						
"Lee"																						
"Lee"																						
"Briga"																						
"Nathl Hatch Esqr"						" but of this the Deponent was ignorant "	" he having cleared out sd"															
"Briga"																						
"Capt Collins"																						
"Preston"																						
"Briga"																						
"Josiah Lee"																						
"Eleazer"																						
"Jabez Perkins"																						
"John Pike"																						
"John Hall"																						
"Noadiah Bailey"																						
"Jeremiah Fullerton"																						
"George Starr Giles"																						
"Hosmer"																						
"Treadwell"																						
"John Sloss"																						
"Lee"																						
"Lee"																						
"Lee"																						
"Gordon"																						
"Tryon"						" that while we continued to supply them with provisions "	" they would not obstruct any coming to this market "	" that he wished the Con - gress would write to Govr ."														
"Tryon"						" that if upon settling the matter the"																
"Die Lunae"																						
"Lee"						" to wit : MARCH 1776 March 4th "	" 1776 ."															
"Green"																						
"Hill"																						
"Charles Lee"																						
"-LSB- Nathaniel -RSB- Woodhull"																						
"Lee"						" and the same being read a second time "	" paragraph by paragraph "	" and amended "	" was approved of and unanimously agreed to in the words following "	" to wit : Your committee beg leave to report the following resolves ... 6th ."												
"Hampton"																						
"Hampton"																						
"John Chatfield"																						
"Esqr"																						
"Thomas Cooper"																						
"Esqr"																						
"John Chatfield"																						
"Thomas Cooper"																						
"Lee"																						
"Benjamin -RSB- Thompson"																						
"John"																						
"Webb"																						
"Henry Yelverton Price"						" That he Damned the"																
"Henry Yelverton"																						
"Charge"																						
"Henry Yelverton"						" That he be Committed to the Gaol of the City and County of"																
"Thomas Dewees"																						
"Gaoler"																						
"Sam"																						
"Parker"																						
"Thomas"																						
"Thompson"																						
"Webb"																						
"Chester"																						
"John Carroll"																						
"William Whipple"						" LC ."																
"Whipple"																						
"Langdon"																						
"Kingsfisher"																						
"Kingsfisher"																						
"Howe"																						
"Hamond"																						
"Newbern"																						
"Archibald Maclaine Richard Quince Senr"																						
"Henry Toomer"																						
"James Davis"																						
"Alexander Gaston"																						
"Christopher Neale"																						
"John Smith"																						
"Andrew Lytle"																						
"Samuel Dickinson"																						
"Bacon Rice"																						
"William Henry -RSB- Drayton"																						
"Savanna"																						
"Capt Innes"																						
"Bullock"																						
"George"																						
"Dropt"																						
"Andrew -RSB- Barkley"																						
"James -RSB- Grant"																						
"Raymond DemerC"																						
"Daniel Roberts"																						
"McIntosh"																						
"Raymond Demert"																						
"Daniel Roberts"																						
"N. B. Captain Barkley"																						
"I. Force"																						
"McIntosh"																						
"Hutchinson"						" as far as we are competent to judge from the Observations we made "	" and the Intelligence we received "	" of between two and three hundred "	" where the af - fected to conceal theniselves ."													
"Centinels"																						
"Rice"						" and was "	" without any Noise "	" or the smallest Knowledge of us "	" kidnapped ."													
"Rice"																						
"Daniel Roberts"																						
"John"																						
"Raymond Demerk"																						
"Andrew"						" to Demand a surrender of"																
"Rice"																						
"Barclay"																						
"James -RSB- Grant"																						
"Roberts"																						
"-LSB- James -RSB- Screven"																						
"John -RSB- Baker"						" on Account of his Lieutenant "	" by detention of our Deputies "	" took about a Dozen of Rifle-men in a Boat "	" and rowed directly under the Stern of Capt."													
"Inglis"						" demanded the Deputies "	" and were answered "	" after one Shot from Col."														
"Baker"						" both from Swivels and small Arms "	" which was kept up while they were in Reach "	" the Captains and Men in the Boat "	" not in the smallest Degree confused "	" or even "	" perhaps "	" disappointed by the Attack "	" fired their Rifles "	" most of them three several times "	" and as they say "	" not without Execution "	" and wonderful to tell !"					
"-LSB- Lachlan -RSB- M'Intosh"																						
"M'Gillivray"																						
"Rice"																						
"Inglis"																						
"Screven"																						
"Barclay"																						
"M'Intosh"																						
"-LSB- Rawlins"																						
"William Ewen"																						
"South-Carolina"																						
"NICHOLAS"																						
"BIDDLE"																						
"Nausaw"																						
"H.M. Schooner St. John"																						
"Brig Jno Alexander Glasgow Jno Alexander Rice"																						
"Rice"																						
"Brig Geo Craick Aberdeen Geo Craick Rice"																						
"Jonas Brown Rice"																						
"Brig Jno Wallace Glasgow Jno Wallace Rice"																						
"Samuel"																						
"Charles"																						
"Pacquet"																						
"Sally"																						
"Chapman Jamaica Johnson"																						
"Andw Barkley"																						
"John"																						
"Schoon"																						
"Saint Augustine"						" and act in every thing for the good of the service that could be pointed out as far as is con - sisting with my duty and honour - They had an answer to their Message sent the Rebel army that they were come here their -LSB- aim -RSB- was to destroy the Kings Schooner and Carry off the Powder and which they were de-termined to Execute - And as the powder was to be Sent away "	" the"															
"Saint Augustine"																						
"Montfort Browne"																						
"Mont - fort Browne"																						
"Piazza"																						
"Hen"																						
"Nichols"																						
"Samuel Nicholas"																						
"Henry Day"																						
"Hopkins"																						
"Sloop Thomas"																						
"Thomas"																						
"James Young"																						
"Chace"																						
"Topgallt"																						
"Cape Ann Laden"																						
"Daniel Marchant"																						
"Daniel Serjeant"																						
"Mary"																						
"Abner Lowell"																						
"Benjamin Rogers"																						
"Bult"																						
"John Hackets"																						
"Hacket"																						
"Neil Edwards Thomas Hackett David Currier Jacob Mcon"																						
"Jacob"																						
"Currier John Webster Enoch"																						
"Benjamin Collins Hezekiah"																						
"Nathan Wells Abraham Edwards"																						
"Alexander Brymer Gentleman"																						
"Legge Duncan Ferguson"																						
"Marris W Pearce John Sefton A.Walter W. James John Thomas Richd Graves T. Landford John Elwell Andrew Elliott Henry Cox Robert Sackett"																						
"John Mall Maurice Pierce Dan"																						
"S. Barnette"																						
"N.S. Arch"																						
"William Abbatt"																						
"William Heath"																						
"Abbatt"																						
"Heath Memoirs"																						
"Die Martis"																						
"Gilbert Budd"																						
"-LSB- John -RSB- McKesson"																						
"Charles -RSB- Lee"																						
"Lee"																						
"Lee"																						
"-LSB- Thomas -RSB- Randall"																						
"Sandy Hook"																						
"John Avery"																						
"Thomas -RSB- Cushing"																						
"Dalton"																						
"Col Whipple"																						
"William Whipple"																						
"Hannah James Neale"																						
"Christopher Marshall"																						
"John Mitchell"																						
"Gratis"																						
"William Brown"																						
"Robert Shewell"																						
"Cork"																						
"Thomas -RSB- Dowman"																						
"Amot"																						
"Dowman"																						
"Dowman"																						
"Charles Wharton"																						
"Dowman"																						
"John Hall"																						
"Thomas Dorsey"																						
"John Weems"																						
"MOLYNEUX"																						
"Dunmore"																						
"Matthew -RSB- Squire"																						
"Squire"																						
"Charles Fletcher Surgeon of the Roebuck"																						
"John -RSB- Orde"																						
"Boatswain"																						
"Arbuthnot"																						
"Boatswain"																						
"Alexander Forbes"																						
"-LSB- Josiah -RSB- Martins"																						
"Howe"																						
"H.M. Sloop Kingsfisher"																						
"Newbern"																						
"Fisher"																						
"Lott Strange"																						
"John Strange"																						
"Bond"																						
"Lott Strange"																						
"John Strange"																						
"Bond"																						
"Fisher"																						
"John Strange"																						
"Joseph"																						
"William Raddon"																						
"Joseph"																						
"Georgie"																						
"Gage"																						
"John -RSB- Collett"																						
"Peter Simon"																						
"Collett"																						
"Osborne"						" of different sizes "	" stationed on the coast "	" and twenty sail of twenty gun ships and sloops of war were to be on the coast from"														
"William Raddon"																						
"William Purviance"																						
"John Cooke"																						
"Lindsey"																						
"John Linzee"																						
"Wright"																						
"Wright"																						
"Gage"																						
"Lindsey"																						
"Wright"																						
"William Raddon"																						
"John Cooke"																						
"-LSB- Robert -RSB- Achison"																						
"Newbern"																						
"John Rutledge"																						
"-LSB- George Gab - riel -RSB- Powell"																						
"C. C. Pinckney"																						
"Thomas -RSB- Shubrick"																						
"Savanna"																						
"Stephen"																						
"ANDREW BARKLEY"																						
"Roberts"						" together with Mr."																
"Rice"						" a continuation of hostilities on your side ."																
"GOVERNORPATRICKTONYN"																						
"GERMAIN"																						
"Lachlan McIntosh"																						
"I. Force"																						
"Dunmore"																						
"Howe"																						
"Dunmore"																						
"Barkley"																						
"Scarborough"																						
"James -RSB- Grant"																						
"Van Braam"																						
"Vanipper"																						
"Tonyn"																						
"Germain"																						
"North"																						
"Tonyn"																						
