																								
		"The necessity of arms & ammunition for our Defence and the Danger of a Disappointment "	" shows the necessity of using our utmost efforts to be sup - plied as much as may be within ourselves ."																					
																								
		"And tho ' I can with pleasure in - form you that large Quantities of Powder and salt petre have arrived here "	" and more is Dayly expected "	" yet as we have reason to believe that as soon as the spring opens "	" our harbors will be much infested with the British cruis - ers "	" who have orders to seize all American vessels "	" and as large Quantities of military stores will be wanted for sea "	" as well as land service "	" I humbly con - ceive it will be prudent to endeavour to supply ourselves with the necessar - ies of life & Defense within ourselves and leave as little to the uncertainty of winds "	" weather & Enemies as possible "	" at least for the present ."													
																								
		"You will please "	" sir "	" to see that the several orders of our Convention or assembly for manufacturing arms "	" gunpowder & saltpetre be transmitted to me "	" and an account of what has been done in consequence of such orders "	" as it is necessary the"																	
"Congress"	"ORGANIZATION"	"should know as soon as may be "	" the true state of all the Colonies with regard to ."																					
																								
		"their supplying themselves with these neces - sary articles "	" And when our Assembly meets "	" you will please to lay these re - solves before them "	" and "	" in the mean time "	" communicate them to the Coun - cil "	" or"																
"Committee of Safety"	"ORGANIZATION"		" or avhoever they have left to transact Business in their Recess ."																					
																								
		"I am -LSB- & c. -RSB-"																						
"Josiah Bartlett"	"PERSON"	0																						
																								
		"1 ."																						
																								
																								
"Bouton"	"PERSON"		" ed. "																					
"Documents and Records of New Hampshire"	"ORGANIZATION"		" VIII "	75	" 76 ."																			
																								
		"2 ."																						
																								
		"Resolutions recommending that each colony promote manufacture of saltpetre and erection of powder mills ."																						
																								
		"In"																						
"Committee of Safety"	"ORGANIZATION"	0																						
																								
																								
"Philad"	"PERSON"	"` a "	" 26th Feb ` y "	" 1776 ."																				
																								
		"Resolved "	" That Mr."																					
"-LSB- John -RSB- Nixon"	"PERSON"	"& Mr."																						
"-LSB- Robert -RSB- Whyte"	"PERSON"	"employ as many Ship Carpenters as they may think proper "	" to work on board the Pro- vincial Ship now building by"																					
"Simon Sherlock"	"PERSON"		" in order that the building of her may be forwarded in the most expeditious manner ."																					
																								
		"1 ."																						
																								
																								
"Pennsyluania Colonial Records"	"ORGANIZATION"		" X "	" 495 ."																				
																								
		"FEBRUARY 1776"																						
"Pennsylvania"	"LOCATION"	"Packet "	" MONDAY "	" FEBRUARY 26 "	1776																			
"Philadelphia"	"LOCATION"		" February 23 "	" 1776 ."																				
																								
		"For"																						
"CORK"	"ORGANIZATION"		" The Ship CHANCE "	" Will sail the sixth of March ."																				
																								
		"She is an exceeding fast sailer "	" but two years old "	" and has excellent ac - comodations for passengers ."																				
																								
		"For passage apply to"																						
"Joseph Carson"	"PERSON"		" in"																					
"Market Street"	"LOCATION"	0																						
																								
		"At a Meeting of the"																						
"Committee"	"ORGANIZATION"	"26 Feby 1776 - Capt"																						
"William McNeil"	"PERSON"	"of the Sloop Ranger having applied for Liberty to depart with said Vessel now loaded with Provisions for"																						
"New England"	"LOCATION"	"agreeable to a Permission for that Purpose lately granted "	" And it appearing that the said"																					
"Capt McNeil"	"PERSON"	"hath violated an Engagement entered into before this Committee the 18th day of Decemr to export Fifteen Hhds Molasses im - ported by him in said Vessel from"																						
"Turks Island"	"LOCATION"	"reported to be the Growth of a British"																						
"West India Island"	"LOCATION"	"It is hereupon Resolved "	" That the said"																					
"Capt McNeil"	"PERSON"	"hath behaved very unworthily "	" and forfeited the Permission granted for loading said Vessel "	" But it appearing to the Committee "	" that the Cargo shipped in said"																			
"Vessell"	"PERSON"	"is the Property of Persons unconcerned in Captain McNeils Misconduct "	" It is agreed "	" that in case of his engaging to give the Command of said Vessel to a Master approved of by this"																				
"Committee"	"ORGANIZATION"		" the said"																					
"Vessell"	"PERSON"	"shall be permitted to depart with her Cargo on the express Condition that Capt"																						
"McNiel"	"PERSON"	"shall not go in her - 1 ."																						
																								
																								
"Baltimore Committee"	"ORGANIZATION"		" LC ."																					
																								
		"-LSB-"																						
"Baltimore"	"LOCATION"	"-RSB- 26 Febry 1776 We refer you to our"																						
"Sundrey"	"LOCATION"	"favours that we wrote Mr"																						
"Titcomb"	"PERSON"	0																						
																								
		"we now Inclose you Sales of oil p"																						
"Harding"	"PERSON"	"`` nvoice of flour by Him & your Acct Courent by Which you will See you fall a little in our Debt ."																						
																								
		"which ballance we have Carried to the Debit of Mr"																						
"Titcomb"	"PERSON"		" as he and us has on -LSB- e -RSB- Acct unsetled ."																					
																								
																								
"Captn Hardin"	"PERSON"	"was Clear the 24th and Sailed the 25th and we hope will get Safe to you ."																						
																								
		"he would not have been here more than two days "	" if the Ice had not prevented his getting up "	" and his running on shore to Escape the Tender that Espied him Obliged him to hieve down which also delayed him ."																				
																								
		"the Vessell being so small "	" you will see we ware obliged to put in half barrels of flour & Kegs of Bread : to make Stoage ."																					
																								
		"Else She would have Carried very little which we hope will please ."																						
																								
		"the half Barrels make it Come higher ."																						
																								
		"however we hope its as low as any Cargo that was purchased at the time it was "	" tho we know if we had been ten days longer in the purchase "	" it would have been trifle less "	" but as FEBRUARY 1776 91 thers little Dependance in the weather on the Breaking up of the frost "	" we ware fearfull least the Roads would get bad and of Course none would Come in "	" the Certificate you Sent would Bearly do ."																	
																								
		"if you send a vessell here again "	" Get ` your Certificate "																					
"Signd"	"PERSON"	"by several noted members of your Commatt -LSB- e -RSB- e "	" and your town Seal to it and let mention of that the manor men that sends the Vessell "	" and also the Captn are friends to amarica and may be intrusted to Load & c Such Vessell "	" we got your vessell Loaded at the present without Stoppage but you may Depend our"																			
"Committee"	"ORGANIZATION"	"will be very Exact hereafter You must Send us a Certificate of the Discharge of the Cargo with you Signd by Several members of your Commattee ."																						
																								
		"if the vessell arives or in Case of Loss "																						
"Captn"	"PERSON"	"and sailors protest "	" as the Security we give to that purpose flour / 11/6 a 12/6 -LSB- Ex -RSB- 70.3 1 ."																					
																								
																								
"Woolsey"	"PERSON"	"& Salmon Letter Book "	" LC ."																					
																								
		"2 ."																						
																								
		"Captain"																						
"Jesse Harding"	"PERSON"	"of the schooner"																						
"Jenny"	"PERSON"		" who arrived from"																					
"Falmouth"	"LOCATION"	"February 19 "	" see Minutes of the Baltim?re Committee "	" that date ."																				
																								
		"3 ."																						
																								
		"See"																						
"Titcomb"	"PERSON"	"'s letter "	" November 5 "	1775	" Volume 2 "	" 890 ."																		
																								
		"The Memorial of Septimus Noel Sheweth That Your ~ emorialist hath a compleat Frame and"																						
"Plank"	"ORGANIZATION"		" which hath been Seasoned about 20 Months sufficient to build a Boat of 35 feet Keel "	" with 14 or 15 feet Beam calculated to Sail exceeding fast "	" and to mount 6 Carriage Guns "	" and as many Swivels "	" and can be finished in 6 or 7 Weeks from this time by good Workmen "	" under the direction of Mr"																
"John Pearce"	"PERSON"	"Master Builder "	" fit to Cruize in the"																					
"Bay"	"LOCATION"	"and will be a Match for any of Lord Dunmores Tenders except one "	" which Your Memorialist by the Advice of several Gentlemen of"																					
"Baltimore County"	"LOCATION"	"humbly offers to Your Honors for the"																						
"Public Service"	"ORGANIZATION"		" And that he will keep an Exact Account of all Expences which shall attend the Building and finishing said Vessel and requests only of Your Honors approv -LSB- al -RSB- of his Proposal a reasonable Satisfaction for ` his Trouble "	" Your Memorialist is -LSB- & c. -RSB- SeptWoel ."																				
																								
		"Balto Town Febry 26 1776 1 ."																						
																								
		"Revolutionary Papers "	" Box 10 "																					
"Md."	"LOCATION"	0																						
																								
		"Arch ."																						
																								
		"-LSB-"																						
"Williamsburg"	"LOCATION"	"-RSB- Monday "	" 26th February "	" 1776 ."																				
																								
		"A Letter written to Colo. -LSB-"																						
"Robert -RSB- Howe"	"PERSON"		" informing him of the sailing of the mercury King fisher some Tenders and transports w ` th Gen ' l"																					
"Clinton"	"PERSON"	"and the Troops who designed as the young officers say to call at"																						
"Cape Fear"	"LOCATION"	"on a visit to Gov ' r"																						
"Martin"	"PERSON"		" and then to proceed to"																					
"South Carolina"	"LOCATION"	"... Colo. -LSB-"																						
"Edward -RSB- Stevens"	"PERSON"	"was also informed by L 're ."																						
																								
		"Instructions given to Capt."																						
"Geo"	"PERSON"	0																						
																								
		"Goosley of the Brig Liberty 's 3/4 be-fonging to the public and 1/4 to Mr."																						
"Wm. Ronald"	"PERSON"	"of"																						
"York Town"	"LOCATION"		" as follows : 1 ."																					
																								
																								
"Virginia"	"LOCATION"	"State Papers "	" VIII "	97	" 98 ."																			
																								
		"AMERICAN THEATRE You "	" & c. "	" -LRB- vide copy filed -RRB- "	" also a Bond for performance thereof "	" kc. "	" ackn 'd and ord ."																	
																								
		"to be entered ."																						
																								
		"JOURNAL"																						
"ANDREW HAMOND"	"PERSON"	"OF"																						
"H.M.S. Roebuck"	"LOCATION"		" CAPTAIN SNAPE February 1776 Moored in"																					
"Elizabeth River"	"LOCATION"																							
"Virginia"	"LOCATION"	"Monday 26th ' Gave Captain -LSB-"																						
"Matthew -RSB- Squire"	"PERSON"	"an Order to proceed up the"																						
"Cheseapeak"	"LOCATION"	"and annoy the Enemy there by - every means in his power : 1 ."																						
																								
		"PRO "	" Admiralty 511796 ."																					
																								
		"2 ."																						
																								
																								
"H. M. Sloop Otter"	"PERSON"	0																						
																								
																								
"SNAPE R.N."	"PERSON"		" TO CAPTAIN"																					
"CAPTAINANDREW HAMOND"	"PERSON"																							
"HENRYBELLEW"	"LOCATION"																							
"H.M.S. Liverpool Sir Roebuck"	"ORGANIZATION"	"off"																						
"Norfolk"	"LOCATION"	"in"																						
"Virginia"	"LOCATION"	"26 Feby -LSB- 17 -RSB- 76 As I think it necessary to send the Otter imediately to Sea on a Short Cruize "	" it is my desire that the"																					
"Liverpool"	"ORGANIZATION"	"should be placed so as to give pro- tection to the Mill point "	" until I can send another Ship to relieve her "	" which I hope may be in my power co do in about a week : This Arangement will give you an opportunity of Baking your flour into bread "	" and getting your Ship "	" in all other respects ready for the Sea "	" which as Soon as you have com - pleted you rvill be so good as to inform me ."																	
																								
		"I am & ca A S"																						
"Hamond"	"ORGANIZATION"	"1 ."																						
																								
		"~ amondLetter Book "	" 1771-1777 "	" UVL ."																				
																								
																								
"CAPTAINANDREWSNAPE HAMOND"	"LOCATION"		" R.N. "	" TO"																				
"CAPTAINMATTHEWSQUIRE"	"LOCATION"																							
"H.M.S. Otter Having"	"ORGANIZATION"	"received intelligence that there are two Arm 'd Vessels belong - ing to the Rebels which lately escorted some others Laden with Flour down the"																						
"Chesepeak"	"LOCATION"	"bay "	" and are now supposed to be laying ` off"																					
"Baltim"	"LOCATION"	"~ re ."																						
																								
		"~ You are therefore hereby required and directed to use all possible dispatch in getting his Majesty 's Ship under your command ready for the Sea "	" to take with you the"																					
"Liverpools Tender"	"ORGANIZATION"		" which is now Cruizing about the Capes "	" and ` proceed imediately up the"																				
"Bay"	"LOCATION"	"to"																						
"Baltimore"	"LOCATION"	"in search of the abovemen - tioned"																						
"Pirates"	"ORGANIZATION"		" to pursue them wherever you may get intelligence of them "	" and to use every means in your power to take or destroy them ."																				
																								
		"When you arrive off"																						
"Baltimore"	"LOCATION"	"and should not be fortunate enough to meet with the Rebel Privateers "	" you are to endeavour to cut out of the har - bour any vessels you may suspect to be Laden with any kind of Provisions or that have the appearance of being proper for Arming "	" and in case you should be obstructed in so doing "	" by the Town of"																			
"Baltimore"	"LOCATION"		" you are imedi - ately to fire upon the Town "	" and do your utmost to destroy it ."																				
																								
		"And whereas it is expected that the Rebels have erected a Battery on a point which commands the Mouth of the River leading to"																						
"Baltimore"	"LOCATION"		" should that prove to be so "	" and appear to be such that "	" it can not possibly be destroyed with your force "	" you will in that case content your self with taking an exact Survey of it "	" rather than expose his Majesty 's Arms to an insult : FEBRUARY 1776 93 And whereas his Majesty 's Ships on this station are in great want of Pro- visions "	" particularly fresh Meat "	" When the above service shall have been ef - fected "	" you will consult with Mr"														
"Goodridge"	"PERSON"	"-LSB-"																						
"Bridger Goodrich"	"PERSON"	"-RSB- -LRB- who is to accompany you with an Armed Sloop -RRB- and use your best endeavours to pro- cure a quantity of live Stock "	" And wherever you find the inhabitants disposed to Supply you "	" you are to pay them ready money for every thing you take from them "	" But if they refuse to do so you are to take it by force of Arms ."																			
																								
		"You are to annoy the Rebels by every means in your power "	" and to Seize and detain all American Vessels you may meet with "	" as well as those of any other Country that may be Trading with the Americans "	" and send them to me for examination ."																			
																								
		"Upon your return you are to call at"																						
"Annapolis"	"LOCATION"		" and deliver the enclosed Packet to Governor -LSB-"																					
"Robert"	"PERSON"	"-RSB- Eden - It is expected that you perform these services with as much expedition as possible "	" and by no means to be absent longer than 14 Days if it can be avoided when you are to join me in"																					
"Hampton Road"	"LOCATION"	0																						
																								
		"Given under my hand on board his Majesty 's Ship the Roebuck off"																						
"Norfolk"	"LOCATION"	"in"																						
"Virginia"	"LOCATION"	"the 26th Feby 1776 A.S.Hamond 1 ."																						
																								
		"Hamond Papers "	" Orders issued "	" UVL ."																				
																								
		"2 ."																						
																								
		"The"																						
"Continental"	"ORGANIZATION"	"sloop Hornet and schooner Wasp "	" which.did not return to"																					
"Baltimore"	"LOCATION"		" but joined"																					
"Hopkins"	"PERSON"	"' fleet off the"																						
"Delaware"	"LOCATION"	0																						
																								
		"`` EXTRACTOF A PRIVATE LETTER "	" DATED SHIP William "																					
"NORFOLK HARBOUR"	"LOCATION"																							
"VIRGINIA"	"LOCATION"		" FEB. 26 "	" 1776 . ''"																				
																								
		"There are now here the"																						
"Roebuck"	"ORGANIZATION"																							
"Liverpool"	"ORGANIZATION"																							
"Dunmore"	"PERSON"																							
"King"	"ORGANIZATION"	"'s"																						
"Fisher"	"PERSON"		" and the Otter ships of war "	" and the Rebels are in the neighbourhood "	" rais - ing several new regiments ."																			
																								
		"General"																						
"Clinton"	"PERSON"		" with Mercury frigate "	" and two transports "	" with 150 Soldiers "	" are now here "	" on their way to"																	
"Cape Fear"	"LOCATION"		" to join Governor"																					
"Martin"	"PERSON"		" who is at the head of 3000 ~ i ~ hlanders and Regulars in Government serv - ice ."																					
																								
		"1 ."																						
																								
																								
"Lloyd 's Evening Post"	"ORGANIZATION"	"and"																						
"British Chronicle"	"ORGANIZATION"																							
"London"	"LOCATION"		" -LRB- Postscript -RRB- "	" April 15 to April 17 "	" 1776 ."																			
																								
		"Sir - We desire you will order six "	" or more if needful "	" of the men from on board the Prosper "	" to attend Capt."																			
"-LSB- Edward -RSB- Blake"	"PERSON"		" or Mr. -LSB-"																					
"Paul -RSB- Pritchard"	"PERSON"		" ship carpenter "	" and to follow their orders "	" in weighing the bottom of an old vessel for stopping Marsh channel ."																			
																								
		"By order of the Council of Safety ."																						
																								
		"-LSB-"																						
"Charleston"	"LOCATION"	"-RSB- 26th February "	" 1776 ."																					
																								
																								
"Henry Laurens"	"PERSON"		" President ."																					
																								
		"The Hon."																						
"W. H. Drayton"	"PERSON"		" esq. "	" Commander of the ship Prosper ."																				
																								
		"1 ."																						
																								
		"Collections of the"																						
"South-Carolina Historical Society"	"ORGANIZATION"		111	"270 ."																				
																								
		"AMERICAN THEATRE Sir-As you intimated that you could conveniently assist the smaller armed vessels with forty good men from on board the ship Prosper "	" and as we judge it to be very necessary for the public service immediately to equip these vessels for cruizing on the coast "	" we desire you will order thirty such men on board the brigantine Comet "	" to obey the orders of Capt. -LSB-"																			
"Joseph -RSB- Turpin"	"PERSON"	"and his officers "	" and ten men on board the scooner"																					
"Defence"	"ORGANIZATION"		" to obey the orders of Capt -LSB-"																					
"Simon"	"PERSON"	"-RSB-"																						
"Tufts"	"ORGANIZATION"	"and his officers ."																						
																								
		"By order of the"																						
"Council of Safety"	"ORGANIZATION"	"-LSB-"																						
"Charleston"	"LOCATION"	"-RSB- 26th Feb. "	" 1776 ."																					
																								
																								
"Henry Laurens"	"PERSON"		" President ."																					
																								
		"1 ."																						
																								
		"Collections of the"																						
"South-Carolina Historical Society"	"ORGANIZATION"		111	270	"271 ."																			
																								
		"JOURNAL"																						
"ANDREW"	"PERSON"	"' OF"																						
"H.M.S. Scarborough"	"PERSON"		" CAPTAIN"																					
"BARKLEY"	"PERSON"	"Feby '76 Moor 'd in"																						
"Savanah River"	"LOCATION"																							
"Georgia"	"LOCATION"	0																						
																								
		"- Sunday 25th at 11 AM the 2 Transports `` eigh 'd & went up the"																						
"River"	"LOCATION"																							
"Captn Barkley"	"PERSON"	"in the"																						
"Hinchenbrook Schooner"	"LOCATION"	"went up the"																						
"River"	"LOCATION"	"Monday 26th AM sent two Lieutenants "	" 23 seamen & 18 Marines on board of a Schooner "	" a Sloop & a Pilot Boat "	" at 11 they went up the River "	" lost out of a Sloop which was sent to water the Ship "	" 2 Barge Oars ."																	
																								
		"- 1 ."																						
																								
		"PRO "	" Admiralty 511867 ."																					
																								
		"2 ."																						
																								
		"The Symmetry and"																						
"Whitby"	"PERSON"	"transports ."																						
																								
		"JOURNAL EDWARD IOF H.M. Sloop Tamar "	" CAPTAIN THORNBROUGH February - 1776"																					
"River Savanah Georgia"	"LOCATION"	"-LSB- Sunday -RSB- 25 AM the Cherokee and two transports got under weigh and proceeded up the river towards"																						
"Toiun"	"LOCATION"	0																						
																								
		"Loosed Sails to dry "	" Longboat watering Light Airs & Vble Carpen - ters Employ 'd as before -LSB- Monday -RSB- 26 AM the"																					
"Scarbourough"	"PERSON"	"made a Signal for all Captains Do Sent from the Ship Lieut."																						
"Peyton"	"PERSON"		" a Petty Officer "	" 26 Seamen "	" a Corporal & 12 private Marines first & middle pt light Airs & Cloudy with some rain latter fresh breezes with rain "	" the Carpenters finishd the Starboard Side ."																		
																								
		"Righted Ship ."																						
																								
		"1 ."																						
																								
		"PRO "	" Admiralty 511968 ."																					
																								
		"MAJOR ALEXANDER TO"																						
"PETER"	"PERSON"	0																						
																								
																								
"CHESTER DICKSON"	"PERSON"	"GOVERNOR -LSB- Extract -RSB- Sir "	" I think it proper to represent to your Excellency in Council that the present State of the Colonies in open Rebellion and their late Attack on"																					
"Canada"	"LOCATION"	"makes it a probable Conjecture that some attempt may be made on this Colony not only to gain over all ."																						
																								
		"the Southern Indians to their Interest FEBRUARY 1776 to effect which it will no ` doubt be thought Necessary to prevent any Person in this Colony Supplying them with Amunition and Goods the only place they can now with Safety be sent from - Besides there are other"																						
"Capital Rea"	"ORGANIZATION"	"- sons that might be Assigned was it Necessary - I am of Opinion the small Number of Troops in this Province ought to be kept together in a Body ei - ther at this Place and the Harbours Mouth or at Mobile - I humbly Submit to your Excellericy in Council Whether it be more for the Benefit of His Majesty 's Service ~ hat ` the Fort at Mobile be Repaired and put into a proper State of Defence and Troops sent there with Guns "	" Amunition & c to oppose any Attack from the Northern Colonies or Whether the Detachment at Mobile be Withdrawn -"																					
"Pensacola Alexander Dickson Major & Commanding"	"ORGANIZATION"	"February 26th 1776 The Troops in"																						
"West Florida"	"LOCATION"	"To.His Excellency pet &"																						
"Chester Esqr"	"PERSON"	0																						
																								
		"Captain General Governor and Commander in Chief of his Majesty 's Province of"																						
"West Florida"	"LOCATION"	". ''"																						
																								
		"1 ."																						
																								
		"PRO "																						
"Colonial Office"	"ORGANIZATION"		" 51631 ."																					
																								
		"2 ."																						
																								
		"Ibid. "																						
"Dickson"	"PERSON"	"'s letter was presented to the Council on February 27 "	1776	" but no action was taken upon it ."																				
																								
		"`` EXTRACT DATED FEB. 26 "	" 1776 . ''"																					
																								
		"OF A LETTER FROM"																						
"ST. EUSTATIA"	"LOCATION"		" It is reported in town this day "	" that in American merthant was obliged to leave"																				
"Dominica"	"LOCATION"	"a few days ago "	" upon a person deposing that the Ameri - can had bore arms "	" against his Majesty "	" and the governmentshave seized on his effects ."																			
																								
		"It is likewise said that all the monies lying in the hands of the merchants in the English islands "	" belonging to"																					
"America"	"LOCATION"		" will be taken hold of by proclamation ."																					
																								
		"1 ."																						
																								
																								
"Pennsylvania"	"LOCATION"	"Evening Post "	" March 28"	"1776 ."																				
																								
		"27 Feb. ."																						
																								
		"VICE ADMIRAL"																						
"SHULDHAM MOLYNEUX"	"PERSON"	"TO PHILIP STEPHENS Sir "																						
"Chatham"	"LOCATION"	"~ oiton27th February 1776 ."																						
																								
		"- ."																						
																								
		"A few days ago I applied to General -LSB-"																						
"William -RSB- Howe"	"PERSON"		" signifying my Opinion that the great Supplies of Provisions dnd Refreshments sent out by Government to this Country were intended for the use of"																					
"His Majesty 's Fleet"	"ORGANIZATION"	"and"																						
"Army"	"ORGANIZATION"	"agreeable to your Letter to Vice Admiral raves of the 26th of ~ e ~ tembkr and herewith I think it my Duty to trans - last on that subje ~ t "	" ~ mit to you "	" the Friendly but Official Letters which passed-between the General-and Me relating to those Suppljes "	" ` that Their Lordships may be un - deceived in any supposition they may entertain of His Majesty 's Fleet hav - ing received any greater Share of His Royal Bounty in that great and"																			
"Exten"	"ORGANIZATION"	"- sive Donation "	" than the Quantity of about Fifty Butts of"																					
"Porter"	"PERSON"	0																						
																								
		"I am "	" Sir -LSB- kc . -RSB-"																					
																								
		"M :"																						
"Shuldham"	"ORGANIZATION"	"1 ."																						
																								
		"PRO "	" Admiralty 11484 . '"																					
																								
		"2 ."																						
																								
		"See Volume 2"	"735-36 ... AMERICAN ."																					
																								
		"THEATRE Sir"																						
"Middletown"	"PERSON"	"27th feby 1776 - 4 1 I Recd yours "	" and have Nothing.perticu1ar to Ansr the Ways are So bad there is No Carting therefore we are "	" obliged to Wait till they are More Setled as the principle timber is 4 ` or 5 Miles from the "	" Yard therefore are Obliged to Keep the Carpenters off till we Can gett in Some perticular Sticks Which I hope will be soon as-they that have teams Wait Only for the ways to"																			
"Gett Setled"	"PERSON"		" I have Employed four pr"																					
"Sawyers"	"PERSON"	"in Sawing Plank "	" Yesterday we Made a begining in the Yard to fix a Birth for the Ship to Stand in butt the rain putt Us of -LSB- # -RSB- ."																					
																								
		"Our people has Done Cuting the Timber if you have any Convenant Oppertunity I Would be Glad you Send Me Down Some - ~ onk ~ as the Timber and Work has Near taken all you Gave Me "	" this Day we Expect Mr Ames and Others in Order to ` take of -LSB- f -RSB- the Draught and Consult about all Matters Relating of which you will be informed by Sr Yrs"																					
"John Cotton"	"PERSON"	0																						
																								
		"I I To Mr.Barnabas"																						
"Deane Mercht"	"ORGANIZATION"	"in"																						
"Wethersfield"	"ORGANIZATION"	"1 ."																						
																								
																								
"Barnabas Deane"	"PERSON"	"Papers "	" ConnHS ."																					
																								
		"2 ."																						
																								
		"The"																						
"Continental"	"ORGANIZATION"	"frigate being built in"																						
"Connecticut"	"LOCATION"	0																						
																								
																								
"MAJORGENERAL SCHUYLER HANCOCK"	"PERSON"	"PHILIP TO JOHN ."																						
																								
			" -LSB- Extract -RSB- ."																					
																								
		"... "	0																					
																								
		": ."																						
																								
		". '"																						
																								
		0																						
																								
		"- * ."																						
																								
																								
"Albany Feby"	"PERSON"	"27th : 1776 ."																						
																								
		"1 ` shall not be able to lei $ this until "	" all ' the "	" Troops destined for"																				
"Canada"	"LOCATION"	"are passed and uniil ill "	" the ~ atteaus ' ."																					
																								
		"aie ' ."																						
																								
		"built at"																						
"F6rt George"	"PERSON"		" and every ~ hin ~ got into3such.a ` Ti-ain "	" as ` that ~ enkral"																				
"Lee"	"PERSON"	"'s intended Military'Opera - tions in"																						
"Canada"	"LOCATION"	"may not be retarded "	" nor the"																					
"Army"	"ORGANIZATION"	"suffer for want - "	" of provi - sions ."																					
																								
		"... There is scarcely pork sufficient to be got on the"																						
"East Side of Hudsons River"	"LOCATION"	"to supply the small Quantities intended to be stored neari - that River - What is to"																						
"Canada"	"LOCATION"	"and remains-at the ."																						
																								
		"posts ."																						
																								
		0																						
																								
		"above "	" will serve the "	" Army.but a.very short Time "	" and no Supplies of the Meat Kind can be "	" had.eaen yith hard Cash in"																		
"Canada"	"LOCATION"	"- frbm the Beginning of April until the ."																						
																								
		"~ iddleor - ` latter End of September "	" henc "	" i a very considerable Qilantity of ."																				
																								
		"p ' & isi9ns"																						
"Gill"	"PERSON"	0																						
																								
		"be ' wanted - I shall therefore order the Commissary General ' - ."																						
																								
		"to send for 1000 Barrels bf pork to New J&S ?"																						
																								
		"$ : but bein2 apprebehsi & that the ' Menbf war will.nbt suffer any'Veisels "	" ` to pas 's "	" "	0																			
																								
		"I ' have airektid thatzit shbhd be seh ."																						
																								
		"by water to ~ ` ikkinsadk "	" # rom : "	" iihknte I beli + k `` th & Trivei-se to Hidsons "	" River is shprt ~ nh '' ~ l ~ ?"																			
																								
		"~ + may be sent "	" down to "	" transport it to ."																				
																								
		"this p!gc "	" "	0																				
																								
		"but as this wiil be far ff6in bkiI?g ` a ~ ~ fficient ~ "	" I propdie if abbe - able ."																					
																								
		"tp : Cong % ess "	" and that they ."																					
																								
		"judge fr ` eth Meat cheaper than Salt pork ."																						
																								
		"yhidh ."																						
																								
		"is very ."																						
																								
		"doubtful with & e O ~ ."																						
																								
		"~ CCOU ~ ~ of the Nugbtrs ` lost ` in driving "	" kkid ` waste in issuing & c that ai ~ ippli of Cattle should be sent to"																					
"Onion River"	"LOCATION"	"to be from thence conveyed in our Vessels and Row Gallies to St ~ ohnsbut not to be put on Board at"																						
"Onion River"	"LOCATION"	"until there is a # air Wind lest they should suffer in the passage ."																						
																								
		"- I do not mean that the Cattle should FEBRUARY "	"1776 be sent before there is "	" Grass sufficient for their Subsistance on the Road and Sedge or some Thing to be got to feed them during the passage ."																				
																								
		"Since writing the above I have considered that as"																						
"Hudsons River"	"LOCATION"	"is not yet open "	" the Delay of laying the Matter about the pork before"																					
"Congress"	"ORGANIZATION"	"for their Determination can not be attended with any evil consequences and they may probably adopt a better Mode "	" if not they can give Orders to some person in"																					
"Jersey"	"LOCATION"	"to purchase the pork "	" and send it as above - Mr"																					
"Peter Zabriskie"	"PERSON"	"of"																						
"Hackinsack"	"PERSON"	"a real Friend to our Cause might be employed to see it transported to"																						
"Hudsons River"	"LOCATION"	0																						
																								
		"... If the Lakes should open before I can hear from"																						
"Congress"	"ORGANIZATION"		" I will venture to raise a Company of one hundred -LSB- batteaumen -RSB- for I forsee that great Quantities of provisions must be sent into"																					
"Canada"	"LOCATION"	0																						
																								
		"I am Sir -LSB- & c.l Ph :"																						
"Schuyler"	"PERSON"	"1 ."																						
																								
		"Papers CC -LRB- Lettersdof Major General"																						
"Philip Schuyler"	"PERSON"	"-RRB- "	153	" II"	"27-30 "	" NA ."																		
																								
		"JOURNAL THE CONGRESS ^ OF NEW YORK PROVINCIAL -LSB-"																						
"New York"	"LOCATION"	"-RSB-"																						
"Die Martis"	"PERSON"		" 10 HO ."																					
																								
		"A.M. February 27th "	" 1776 ."																					
																								
		"Mr. -LSB- Comfort -RSB- Sands informed"																						
"Congress"	"ORGANIZATION"	"that Mr."																						
"John Murray"	"PERSON"	"had a sloop with pig metal seized by Capt."																						
"Vandeput"	"PERSON"		" and requests permission to go on board of the Dutches of"																					
"Gordon"	"PERSON"	"and the ship"																						
"Asia"	"LOCATION"		" to endeavour to regain his pr ~ perty ."																					
																								
		"~ Ordered "	" That Mr.John"																					
"Murray"	"PERSON"	"be permitted to go on board of the Dutches of"																						
"Gordon"	"PERSON"	"and His Majesty 's ship"																						
"Asia"	"LOCATION"	0																						
																								
		"To Mr."																						
"Elias Nixen"	"PERSON"		" Port-Master ."																					
																								
		"Mr.Nichs ."																						
																								
		"Low requests a permit to ship flaxseed and lumber on board of the ship Polly "	" Capt."																					
"Thos"	"PERSON"	0																						
																								
																								
"Kennedy"	"PERSON"		" master "	" to be exported to"																				
"Cork"	"PERSON"		" in"																					
"Ireland"	"LOCATION"		" in return for stores imported ."																					
																								
		"Ordered "	" That Mr."																					
"Low"	"PERSON"	"be permitted to load flaxseed and lumber on board of the ship Polly "	" Capt."																					
"Thos"	"PERSON"	0																						
																								
																								
"Kennedy"	"PERSON"	"master "	" to the amount of # 896 0s 9d ."																					
																								
		"1 ."																						
																								
																								
"New York"	"LOCATION"	"~ rovincial"																						
